Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Weaver,0.72233933,0.3429969,0.5779088,0.56392634,0.33712986,0.7415595,0.5047994,0.6914776,0.45753366,0.6518567,0.48474368,0.7134041,0.38654673,0.6062177,0.4963204,0.36974093,0.36165556,0.809382,0.520485,0.611327,0.65777814,0.6236644,0.4244156,0.53892297,0.52039653,0.5008107,0.43251455,0.3668491,0.57959974,0.3539538,0.55698806,0.3784589,0.5745646,0.596923,0.5142067,0.48286954,0.18787812,0.46170074,0.49563402,0.72778773,0.6010039,0.39126995,0.7839678,0.45196912,0.5351524,0.49152693,0.6997182,0.39929512,0.6316721,0.2743623,0.52389693,0.70936096,0.7059867,0.37547255,0.8325458,0.39180708,0.27192992,0.55754477,0.45772824,0.2753635,0.38804755,1.0000001,0.43978786,0.42745253,0.36065832,0.6315475,0.4301807,0.3482972,0.67294556,0.36732683,0.8302324,0.6287419,0.5726227,0.3895021,0.55594724,0.32908133,0.36344802,0.43812984,0.544301,0.5565095,0.5039264,0.2679694,0.4696018,0.22927237,0.45545453,0.3363629,0.5172563,0.6138271,0.50336397,0.6833196,0.47188413,0.799391,0.65284425,0.7758184,0.36482495,0.44831553,0.25199416,0.4207961,0.2593792,0.46892282,0.5792862,0.32722443,0.3153549,0.40453523,0.4303253,0.46523586,0.31919408,0.67531055,0.4813265,0.43083337,0.66067386,0.6086187,0.6140003,0.5654998,0.29652566,0.53886545,0.53227526,0.4173181,0.49127042,0.36468887,0.44099206,0.42089835,0.4449404,0.3656349,0.8172293,0.6701568
Jakiro,0.3089256,0.43921465,0.8960712,0.18454736,0.84201,0.35038838,0.5665388,0.2929652,0.64831537,0.27711836,0.4467221,0.23236369,0.38779125,0.46964496,0.3300409,0.48696527,0.4024683,0.3297738,0.5327585,0.81277156,0.523653,0.52525413,0.41439456,0.4195827,0.7538355,0.8066756,0.4830843,0.43593886,0.86241406,0.8698511,0.38178828,0.45548365,0.6790663,0.5038715,0.44442093,0.96185356,0.29575855,0.51001906,0.7608138,0.21441402,0.32606867,0.43620765,0.34471062,0.6758158,0.34867224,0.41583183,0.21060815,0.41196424,0.6443733,0.6404557,0.4798161,0.5604753,0.27284607,0.41701153,0.49469814,0.46041423,0.7656533,0.4323336,0.41558403,0.2621939,0.5278555,0.43978786,0.99999994,0.47717497,0.7952539,0.18436262,0.90361965,0.28171626,0.2645383,0.46611187,0.43286783,0.23833966,0.48713303,0.9169707,0.51690584,0.29186,0.3074665,0.7136165,0.2864388,0.21419647,0.30830607,0.6341306,0.78083915,0.7644851,0.65998554,0.8905029,0.63188165,0.15869617,0.44770265,0.7820972,0.36400926,0.20843697,0.3477111,0.31499922,0.3434748,0.48055142,0.31242722,0.3249537,0.5163053,0.5978707,0.5582187,0.76174843,0.34491128,0.63149285,0.5015799,0.40093482,0.3592327,0.26044646,0.7424861,0.9088993,0.7672928,0.49468583,0.33660656,0.6912989,0.31541634,0.7131085,0.66228867,0.39918897,0.5595043,0.4647436,0.7699908,0.43118253,0.4281343,0.30271152,0.26146993,0.59428686
Batrider,0.4567048,0.3372679,0.56318235,0.4006811,0.47488043,0.42773545,0.51704985,0.333457,0.6858523,0.37675485,0.41442996,0.30787796,0.6166403,0.47045928,0.47056988,0.4740124,0.63823605,0.33197555,0.56690985,0.5511211,0.6389677,0.64199203,0.42289183,0.46740884,0.56410533,0.40529656,0.43257648,0.39877942,0.59584415,0.51638854,0.54553056,0.6377644,0.59357566,0.54414386,0.40482965,0.38153088,0.41923317,0.6103453,0.63395417,0.32979652,0.10422434,0.67498493,0.2578826,0.5704803,0.2922314,0.70211434,0.28845525,0.43180698,0.5176118,0.45367926,0.76362365,0.4055978,0.27406192,0.5291338,0.5695738,0.52746654,0.6520612,0.5561791,0.34991077,0.5433407,0.6349179,0.42745253,0.47717497,1.0000002,0.61147463,0.17602658,0.2172831,0.4803022,0.32577395,0.35275623,0.44331253,0.45920563,0.6724717,0.5403036,0.6509245,0.4167535,0.41490343,0.628583,0.37637943,0.07196188,0.5066395,0.33890516,0.43693098,0.5287605,0.6171013,0.58688825,0.56235987,0.35178977,0.6862303,0.54816484,0.63522243,0.46445143,0.45347762,0.41383207,0.36344022,0.46325707,0.539591,0.24423744,0.4611607,0.5194715,0.37033182,0.54437727,0.34201342,0.6921159,0.72084105,0.5127248,0.50916535,0.29328158,0.47962984,0.5338634,0.768287,0.5974369,0.49321872,0.50060654,0.60563916,0.42408258,0.6935383,0.6393672,0.8494129,0.5209819,0.36278376,0.3992564,0.531969,0.56020176,0.33105806,0.39575562
Chen,0.33330062,0.38148713,0.83230484,0.24760507,0.82751703,0.31418952,0.42392242,0.2887982,0.6334551,0.36318722,0.36507896,0.24864113,0.47502252,0.33119494,0.46405396,0.45744953,0.4473501,0.3441384,0.37383744,0.7955556,0.45693544,0.44313732,0.4310939,0.35923135,0.6728394,0.5609894,0.47088698,0.40719727,0.7257308,0.7667514,0.14496106,0.5826047,0.5398793,0.39263746,0.39119127,0.7965026,0.34246776,0.47321576,0.7520896,0.26102224,0.18936913,0.42008436,0.28072876,0.77058023,0.3361608,0.52241623,0.3267712,0.38756752,0.5884174,0.56989366,0.44718105,0.41604722,0.30763268,0.4777343,0.4659417,0.6131526,0.91877174,0.42180085,0.33651397,0.3598426,0.45031643,0.36065832,0.7952539,0.61147463,0.9999999,0.22251014,0.73488545,0.39253876,0.269943,0.36001977,0.44691825,0.37145466,0.51142067,0.7264435,0.4630664,0.33457863,0.42198536,0.84140384,0.34893492,0.16391335,0.3859983,0.60094947,0.70616275,0.7342673,0.52784145,0.8111656,0.4795367,0.26094538,0.49041143,0.71197975,0.51925224,0.15646082,0.4336097,0.3662535,0.39494717,0.4563902,0.47126052,0.40015808,0.38842064,0.46161756,0.5061022,0.8101384,0.2507295,0.6841985,0.46167678,0.37148207,0.43057635,0.29602873,0.82401824,0.8497326,0.7505879,0.52112985,0.26293033,0.59924316,0.4222731,0.69793856,0.64439136,0.4419016,0.50912976,0.48902616,0.5365767,0.40386388,0.3867203,0.37260985,0.1871166,0.46976197
Spectre,0.83903944,0.44770634,0.32186362,0.84600604,0.18123297,0.85791445,0.39769438,0.85284626,0.21235347,0.8577633,0.5788858,0.9003658,0.550429,0.3575502,0.6323434,0.45626616,0.47363302,0.7999207,0.3335394,0.31037283,0.24132842,0.31189176,0.5597918,0.5405548,0.23591925,0.23375598,0.5322791,0.43964723,0.27614996,0.11368175,0.53470165,0.2810711,0.24193272,0.48563367,0.6361037,0.1971818,0.42493206,0.51971567,0.33430645,0.8814454,0.8248213,0.32059896,0.90602475,0.2667377,0.7400427,0.5150493,0.8783564,0.5139248,0.38762882,0.38000977,0.34133205,0.38882202,0.9102603,0.3963842,0.5463161,0.33911142,0.20779161,0.6439521,0.46108192,0.50292456,0.34355956,0.6315475,0.18436262,0.17602658,0.22251014,0.99999994,0.15030356,0.4164115,0.8926646,0.33186638,0.57125723,0.7341859,0.5128529,0.17083913,0.5881145,0.5757924,0.44085655,0.30072823,0.7812308,0.77824354,0.6685633,0.38600832,0.34876865,0.22294396,0.27999073,0.15496819,0.3941506,0.59737176,0.25693032,0.4611067,0.488006,0.71885955,0.6766694,0.88997585,0.4342347,0.40994734,0.43545535,0.62680244,0.34884855,0.3313853,0.3548533,0.26250705,0.4342982,0.22214603,0.4940649,0.4308989,0.45845714,0.80396074,0.31655362,0.21396776,0.2827994,0.62692755,0.5689162,0.36789694,0.51561296,0.3553872,0.30288675,0.55449694,0.13743652,0.4436624,0.2090786,0.4696147,0.36477432,0.45281014,0.43006855,0.6345542
Ancient Apparition,0.17599276,0.34426168,0.81475484,0.04593628,0.7302223,0.22824985,0.41058376,0.18442532,0.45699885,0.21481963,0.35635385,0.15927699,0.26829928,0.28324306,0.28027153,0.33260527,0.2664892,0.2511712,0.34258237,0.73216575,0.42127603,0.39225236,0.35352138,0.3375891,0.64248323,0.7205952,0.39762065,0.35025683,0.74028164,0.7513201,0.11433496,0.28801578,0.5969748,0.35626096,0.3941226,0.9338037,0.14318147,0.37193483,0.6110026,0.12034411,0.2987812,0.25901064,0.29894406,0.6668101,0.3432513,0.27648613,0.1813513,0.27506682,0.5963016,0.42231426,0.33370382,0.5143912,0.21348527,0.31364748,0.43119806,0.31167626,0.6273938,0.33213255,0.34049895,0.05430653,0.3245699,0.4301807,0.90361965,0.2172831,0.73488545,0.15030356,1.0,0.13406456,0.15667072,0.40876713,0.3887277,0.08561108,0.36234364,0.7838195,0.38980398,0.13909468,0.24431472,0.62447447,0.21311836,0.19635524,0.18698521,0.49928558,0.6401577,0.576731,0.47585124,0.7085691,0.4414249,0.011227532,0.35922226,0.66955966,0.2288713,0.08812281,0.24029341,0.22511953,0.26320612,0.39633232,0.18036878,0.28917518,0.2855833,0.4864057,0.4255295,0.6416353,0.23304892,0.4848915,0.3000733,0.23916203,0.20700623,0.17275001,0.72693336,0.8307006,0.62381,0.4072014,0.16826937,0.6274156,0.1435219,0.7236206,0.49876416,0.25556,0.32753178,0.3091413,0.7129037,0.30491003,0.18922657,0.17497393,0.33335033,0.49700227
Doom,0.60477674,0.87732,0.34505832,0.5709211,0.3648589,0.4549726,0.6329176,0.465235,0.40070567,0.5138864,0.47658193,0.45644104,0.5730237,0.6155584,0.65014714,0.81947106,0.582539,0.4397255,0.52871686,0.47149646,0.553366,0.3761564,0.72610575,0.47521356,0.28654715,0.20455651,0.8382454,0.9042654,0.36268097,0.25762954,0.5218583,0.85852593,0.30696312,0.4359611,0.6139194,0.20261815,0.92861813,0.59336245,0.6419498,0.5185096,0.6162473,0.6502011,0.40449306,0.32526731,0.48733115,0.7339497,0.42997086,0.7477819,0.45125875,0.36738074,0.47462544,0.43353704,0.46585968,0.8310153,0.499235,0.6622388,0.40440622,0.70814276,0.81564593,0.8547946,0.55747366,0.3482972,0.28171626,0.4803022,0.39253876,0.4164115,0.13406456,0.9999999,0.47182706,0.5885861,0.4074499,0.6544015,0.53446704,0.29213208,0.60063535,0.92779815,0.89626175,0.28528306,0.689251,0.5597667,0.6579459,0.27005312,0.4551895,0.527643,0.3279895,0.36649632,0.47063345,0.33295485,0.42932382,0.43821654,0.80572766,0.40528604,0.58569604,0.50492567,0.9346206,0.8911137,0.8809841,0.81143266,0.31613314,0.17903095,0.6722659,0.5062415,0.8279651,0.38408008,0.62623584,0.5205977,0.9544856,0.51042867,0.306513,0.34264633,0.52580625,0.5671436,0.5845617,0.20625772,0.7334805,0.25576276,0.31971458,0.632092,0.36706907,0.9448668,0.050291393,0.8490039,0.48375434,0.7858096,0.08863415,0.6131334
Ursa,0.9416429,0.4231611,0.37465906,0.8887716,0.2963904,0.95294195,0.43388855,0.95572144,0.35844702,0.9254085,0.6616267,0.9475198,0.57421714,0.47588834,0.6642409,0.49035716,0.5585201,0.91548634,0.47070125,0.31453493,0.3888894,0.37466416,0.49253294,0.56769955,0.2829493,0.30228433,0.52975506,0.4266258,0.33504012,0.13984591,0.6024348,0.38474107,0.3876466,0.5876182,0.58012265,0.20413364,0.44239047,0.57382774,0.43864402,0.87139165,0.7190356,0.4160013,0.9313253,0.20933561,0.7709842,0.52400047,0.9346165,0.57817286,0.34713674,0.39817184,0.48030534,0.46278876,0.9778062,0.40704697,0.59215283,0.41052327,0.25440487,0.6579776,0.4473714,0.5471721,0.41275242,0.67294556,0.2645383,0.32577395,0.269943,0.8926646,0.15667072,0.47182706,0.99999994,0.2875948,0.72702134,0.7937827,0.48915493,0.302188,0.6211021,0.5562262,0.374807,0.32565457,0.66940063,0.68208116,0.72787315,0.29043934,0.38306823,0.31505537,0.3715465,0.28289255,0.41969964,0.7060088,0.30392653,0.42790046,0.44238338,0.85070264,0.8193511,0.97118294,0.41901955,0.4297507,0.49651846,0.5529689,0.344403,0.3170197,0.52162194,0.3449995,0.4281475,0.31645584,0.5927424,0.34202906,0.4971165,0.9255854,0.28989902,0.22659314,0.38576922,0.6527904,0.70678955,0.32097024,0.510878,0.2440767,0.36103523,0.5948056,0.2610219,0.4806884,0.32979268,0.40867403,0.50104606,0.39162692,0.42433724,0.7379373
Spirit Breaker,0.405454,0.73370355,0.45201734,0.41132563,0.41711813,0.27256715,0.7200207,0.40016282,0.26406825,0.24279465,0.32479423,0.37972102,0.3643058,0.66094124,0.301977,0.5502717,0.4306755,0.3653339,0.5385896,0.57190573,0.42035678,0.43205237,0.60673136,0.29376715,0.41981107,0.38395417,0.6602183,0.7175742,0.61769426,0.5177447,0.63620865,0.4137514,0.41112047,0.24588546,0.59356356,0.39492118,0.58358717,0.46352243,0.6587574,0.39037493,0.54472715,0.38402602,0.398193,0.5637256,0.32642722,0.5024995,0.24405168,0.4709015,0.5145419,0.6385623,0.40758795,0.2542769,0.31859043,0.47649127,0.48940566,0.6158032,0.40567082,0.53273237,0.67311513,0.47625878,0.8215197,0.36732683,0.46611187,0.35275623,0.36001977,0.33186638,0.40876713,0.5885861,0.2875948,1.0000001,0.29540467,0.4292579,0.5216687,0.4138371,0.51572293,0.55130434,0.62537956,0.3201627,0.50275517,0.49239334,0.44257408,0.46557146,0.66996896,0.62188166,0.420502,0.4149561,0.7469828,0.14068958,0.43935394,0.48726013,0.4838343,0.39191905,0.2747118,0.34363294,0.6454621,0.72927356,0.5500897,0.4840003,0.54732096,0.49764577,0.485517,0.61232555,0.79320025,0.46990353,0.50573295,0.6948671,0.63406104,0.20090927,0.3762899,0.5675674,0.5781441,0.44951943,0.44025707,0.3820847,0.47587773,0.41303074,0.32581738,0.5614137,0.38134354,0.6612976,0.19540474,0.6592898,0.49529454,0.6965769,0.21815456,0.5560529
Gyrocopter,0.7468595,0.3042267,0.5750567,0.5649916,0.37308526,0.72890764,0.5578293,0.70275503,0.58014673,0.69594324,0.6273886,0.6384889,0.48087084,0.6219778,0.6387296,0.46390328,0.49521646,0.8411968,0.6609584,0.62727976,0.55106825,0.4754845,0.38443962,0.5756278,0.5395984,0.49245828,0.49555647,0.33099446,0.60270166,0.28536555,0.45708826,0.45803246,0.5046453,0.6757925,0.49952668,0.39446715,0.25300816,0.5300525,0.56780255,0.5878904,0.47702366,0.41855565,0.7583144,0.42260608,0.6236034,0.55203366,0.73147845,0.51681864,0.5058076,0.30773315,0.59294814,0.7787655,0.7258756,0.3737263,0.8173889,0.37490422,0.38526917,0.5891739,0.40445992,0.35238087,0.39911,0.8302324,0.43286783,0.44331253,0.44691825,0.57125723,0.3887277,0.4074499,0.72702134,0.29540467,1.0,0.6874244,0.5792649,0.39559746,0.5921746,0.35961848,0.30657756,0.5099073,0.48432437,0.4406493,0.56217057,0.23951285,0.40978497,0.35835454,0.5152871,0.40438282,0.5048899,0.5075699,0.4415617,0.5394164,0.42761552,0.72959954,0.72753763,0.78134435,0.34219548,0.44306284,0.34811977,0.4963322,0.21289891,0.4875101,0.71892977,0.4301837,0.26643336,0.5289464,0.50207865,0.45713595,0.3547386,0.74427557,0.56527686,0.38062114,0.6354026,0.66033876,0.74063146,0.526254,0.33295786,0.55201155,0.57283056,0.47310323,0.44313723,0.40211338,0.44050127,0.41472954,0.5617601,0.3095105,0.6557051,0.70368904
Alchemist,0.887425,0.5308775,0.3725354,0.8539391,0.3164761,0.7547712,0.5883697,0.8299301,0.36329636,0.82785255,0.63135636,0.8093816,0.55057937,0.5903131,0.65521306,0.6046291,0.56856066,0.82753056,0.5891635,0.47130808,0.55258787,0.3509704,0.5640216,0.53419185,0.3812934,0.2598943,0.5806144,0.47397724,0.38241407,0.26896754,0.6379072,0.45577672,0.30374736,0.60078645,0.5661787,0.20463343,0.53587943,0.57050145,0.54487175,0.82768685,0.67099005,0.33450192,0.7841081,0.35738114,0.6835895,0.5835514,0.7815799,0.7228272,0.30410987,0.43662053,0.40992773,0.36802563,0.78889537,0.4474451,0.70642513,0.58585626,0.36149326,0.711094,0.48291337,0.67346615,0.556541,0.6287419,0.23833966,0.45920563,0.37145466,0.7341859,0.08561108,0.6544015,0.7937827,0.4292579,0.6874244,1.0000001,0.56837636,0.18473402,0.580959,0.65366805,0.47844505,0.41547757,0.74022424,0.6589024,0.8291868,0.24256022,0.4473107,0.3409959,0.32742426,0.30225214,0.57024354,0.6543463,0.3685186,0.56575006,0.55795467,0.7355891,0.859638,0.84830505,0.5106678,0.6333264,0.60776776,0.6396751,0.31021842,0.30163866,0.6226487,0.4311284,0.4987241,0.46099478,0.6097223,0.5747602,0.6048981,0.78402895,0.29289788,0.35226485,0.52023435,0.71539223,0.8014097,0.3267184,0.58135265,0.3067101,0.40370676,0.681198,0.32001168,0.6067764,0.13046932,0.5170999,0.538002,0.530315,0.39244485,0.7915639
Invoker,0.5662796,0.54607505,0.5509849,0.47924232,0.39704975,0.56653935,0.8243727,0.4786164,0.5934113,0.5761677,0.7307736,0.4683274,0.89658844,0.5815602,0.6366686,0.704302,0.8544632,0.4678456,0.67367345,0.5846016,0.5875126,0.8110115,0.7319499,0.80949116,0.516116,0.4211165,0.6560193,0.5421876,0.6438909,0.45353216,0.586879,0.5412186,0.7535015,0.81172115,0.8126807,0.44904074,0.5310426,0.90840316,0.610034,0.42550942,0.4931522,0.66829926,0.5301443,0.64158565,0.66261864,0.80342025,0.52242905,0.62080604,0.81699413,0.4657557,0.8579622,0.55192655,0.48635215,0.5164648,0.6991307,0.5689817,0.5410759,0.8361082,0.5451414,0.5484299,0.62559086,0.5726227,0.48713303,0.6724717,0.51142067,0.5128529,0.36234364,0.53446704,0.48915493,0.5216687,0.5792649,0.56837636,1.0,0.4279227,0.88240457,0.5571911,0.5433937,0.5703635,0.7032704,0.41373903,0.674236,0.41310078,0.55830145,0.45018297,0.57334894,0.440352,0.6654537,0.2841772,0.7453489,0.588264,0.6347671,0.46191412,0.45407277,0.5445447,0.53011984,0.6272843,0.6307988,0.54278934,0.49150947,0.5572254,0.42231902,0.49846816,0.53060424,0.5135636,0.8505642,0.8278748,0.54411775,0.40178666,0.6259235,0.48769647,0.6920521,0.82539636,0.668693,0.529962,0.7732879,0.579436,0.57069236,0.85696024,0.63232523,0.60973907,0.3322737,0.59337276,0.4528592,0.72170526,0.48453754,0.6768853
Silencer,0.34939954,0.39034626,0.8154795,0.23765533,0.82852,0.4224149,0.45773378,0.34941998,0.7647945,0.32027984,0.4428158,0.2804002,0.3898928,0.43102726,0.29975724,0.38200578,0.42053157,0.30922437,0.4786914,0.7010174,0.5074284,0.5342235,0.3119552,0.44063687,0.6984573,0.7555067,0.38557455,0.42194885,0.8046945,0.82729167,0.39643428,0.5376438,0.65630287,0.45945075,0.41892895,0.82731587,0.30753615,0.5321935,0.7811636,0.2010852,0.25808907,0.5272094,0.32103673,0.678089,0.3564681,0.42866543,0.2110552,0.30087698,0.6071516,0.5718762,0.50918394,0.5577075,0.30606565,0.48682833,0.52511317,0.39253968,0.78323245,0.42715678,0.32575986,0.28968164,0.5238405,0.3895021,0.9169707,0.5403036,0.7264435,0.17083913,0.7838195,0.29213208,0.302188,0.4138371,0.39559746,0.18473402,0.4279227,0.99999994,0.53316975,0.2972226,0.26024786,0.66385955,0.21643512,0.091006614,0.29825905,0.582845,0.691423,0.81817925,0.7515108,0.91629964,0.5554386,0.17612234,0.52900225,0.7174693,0.41454905,0.27973714,0.37938476,0.333352,0.2925696,0.41460392,0.31958246,0.20533052,0.46304443,0.6821574,0.512996,0.67425346,0.35628548,0.7075979,0.53025347,0.28407347,0.3708401,0.3215323,0.66900384,0.86046505,0.7449753,0.47677112,0.37873387,0.65168715,0.3157856,0.64539444,0.6516417,0.41829926,0.6171216,0.41087276,0.7457513,0.3830071,0.36740264,0.24428992,0.20248547,0.5429504
Outworld Destroyer,0.7225818,0.5982531,0.54881686,0.6547317,0.4101864,0.6827058,0.7658183,0.58963716,0.611582,0.6953902,0.8301566,0.5936554,0.88954777,0.5991946,0.7987489,0.7176285,0.8876884,0.5296056,0.7022793,0.56836975,0.6697228,0.7394758,0.7635728,0.8626587,0.5005154,0.4617632,0.7688997,0.62572753,0.6370259,0.43178564,0.66888785,0.5683858,0.7028176,0.83391196,0.8946607,0.44824794,0.60364044,0.93937165,0.64902365,0.52590805,0.63602126,0.7967722,0.6091939,0.57555705,0.8161911,0.87221336,0.5635101,0.7512681,0.6951955,0.44699723,0.90328926,0.62963784,0.6004501,0.6286226,0.7184337,0.51549894,0.49343845,0.93835825,0.6061551,0.7055359,0.6153822,0.55594724,0.51690584,0.6509245,0.4630664,0.5881145,0.38980398,0.60063535,0.6211021,0.51572293,0.5921746,0.580959,0.88240457,0.53316975,1.0,0.692536,0.5736347,0.4868492,0.7790348,0.53760076,0.8265688,0.39767742,0.48389053,0.52743614,0.61528337,0.4732316,0.6073859,0.26312315,0.6902578,0.5505017,0.6543544,0.58768785,0.56624776,0.6586777,0.57138145,0.7097108,0.724683,0.581246,0.47223747,0.59239084,0.49630123,0.517696,0.62331367,0.5605301,0.93618536,0.6534101,0.6225009,0.52844244,0.5390889,0.48845714,0.6908318,0.9280717,0.7456569,0.5120336,0.81937045,0.54864216,0.5759831,0.90741324,0.6258832,0.6831995,0.42507848,0.6065809,0.5109885,0.7225537,0.40077683,0.7481525
Lycan,0.66596484,0.89380914,0.33068556,0.70357853,0.3134689,0.55603486,0.60379475,0.53415483,0.37174502,0.58588827,0.56134367,0.535694,0.6093891,0.56381834,0.75933903,0.83993083,0.6113016,0.43661076,0.45280713,0.44275522,0.52319205,0.3624337,0.7488039,0.5350805,0.2754161,0.22607756,0.8796816,0.88289577,0.37922767,0.26048818,0.56710625,0.7740153,0.27503058,0.49712667,0.7242305,0.23053886,0.9330768,0.6581864,0.6297672,0.5780892,0.7555731,0.70816046,0.5008744,0.3159737,0.57780594,0.8082548,0.4837236,0.8013289,0.4356318,0.36832958,0.48732287,0.42564702,0.5254927,0.8500291,0.46961948,0.583672,0.36286852,0.7863803,0.8323754,0.91994065,0.5290569,0.32908133,0.29186,0.4167535,0.33457863,0.5757924,0.13909468,0.92779815,0.5562262,0.55130434,0.35961848,0.65366805,0.5571911,0.2972226,0.692536,1.0,0.8533431,0.25215968,0.8224786,0.6955888,0.7148012,0.30934265,0.4319649,0.4992015,0.3369944,0.33485785,0.4758182,0.28002265,0.35898113,0.43386728,0.8437625,0.42147815,0.6007419,0.5656194,0.871586,0.87128735,0.87828463,0.86053604,0.31708005,0.27332422,0.5866991,0.44682035,0.8650912,0.35395303,0.6632318,0.5042642,0.9349855,0.5490693,0.32431036,0.3428151,0.48533985,0.63148856,0.5491834,0.2718361,0.78733706,0.31605032,0.3307706,0.674014,0.37094715,0.9316783,0.09727841,0.8741966,0.47100666,0.78587854,0.09763599,0.61912054
Brewmaster,0.4775587,0.8663882,0.3713605,0.45012912,0.27515754,0.3442751,0.5930873,0.33888358,0.26288193,0.38871098,0.31005326,0.39063126,0.5503779,0.5223315,0.59488404,0.7674426,0.49263147,0.37168562,0.42076847,0.49414244,0.43489537,0.3981789,0.77878433,0.36725456,0.26364318,0.21269904,0.8677677,0.9489224,0.34695736,0.19989878,0.42452693,0.7948875,0.33806893,0.31374463,0.5822246,0.29167664,0.8707847,0.51421916,0.53502613,0.51018405,0.6337489,0.60848236,0.3781994,0.35602733,0.39985594,0.7084071,0.34754735,0.6144641,0.5523732,0.40621376,0.4569147,0.40144646,0.40184528,0.8411268,0.3868092,0.659482,0.35639998,0.62338096,0.9062248,0.6983163,0.5386983,0.36344802,0.3074665,0.41490343,0.42198536,0.44085655,0.24431472,0.89626175,0.374807,0.62537956,0.30657756,0.47844505,0.5433937,0.26024786,0.5736347,0.8533431,1.0000001,0.29644462,0.65554327,0.57669884,0.547761,0.35120514,0.48170903,0.48717362,0.24366833,0.26544684,0.42208207,0.2874597,0.4659447,0.4419537,0.77844745,0.32573983,0.38681015,0.43357077,0.9558207,0.840589,0.7948832,0.83053833,0.41694131,0.15340284,0.56830007,0.5750543,0.7586246,0.2692473,0.5324868,0.54111433,0.9023273,0.37434658,0.39090952,0.3365066,0.48400548,0.5041657,0.37885702,0.24769646,0.7003229,0.34574425,0.29290208,0.5294209,0.29840395,0.9147759,0.12489096,0.88078535,0.4623536,0.8219704,0.12694986,0.48110297
Shadow Demon,0.3829859,0.3346462,0.8520459,0.2730581,0.74482155,0.36664677,0.5089027,0.3707224,0.71688575,0.40801716,0.44564486,0.27923164,0.5266373,0.36578545,0.46021062,0.44750562,0.5228166,0.38485444,0.4611491,0.7760471,0.48331434,0.48619223,0.4210014,0.419693,0.9002615,0.77762794,0.4166343,0.3016251,0.7099006,0.68145424,0.2021743,0.49692407,0.45711187,0.4645647,0.41715753,0.6895847,0.26358867,0.51547754,0.70335615,0.2913993,0.23002985,0.33954155,0.36035353,0.7714056,0.3773306,0.46180144,0.43002754,0.38781255,0.5263885,0.62549824,0.48921552,0.3804524,0.3809751,0.42893454,0.51917547,0.41626626,0.82903576,0.46073696,0.25216025,0.24810623,0.54021174,0.43812984,0.7136165,0.628583,0.84140384,0.30072823,0.62447447,0.28528306,0.32565457,0.3201627,0.5099073,0.41547757,0.5703635,0.66385955,0.4868492,0.25215968,0.29644462,1.0,0.36726022,0.15867083,0.4011819,0.4915747,0.6453065,0.5537996,0.7796725,0.7647176,0.67467815,0.1739143,0.51317644,0.7058573,0.48496667,0.22108917,0.42708898,0.41562262,0.2839361,0.34282228,0.3920017,0.34812382,0.43931913,0.66927433,0.3667212,0.6530089,0.17547058,0.8439473,0.50214034,0.46677893,0.34204295,0.32547638,0.8037427,0.7484132,0.7695722,0.52865624,0.36276695,0.85753626,0.42324105,0.8199106,0.8729721,0.47582358,0.55789334,0.40428975,0.70887977,0.25935888,0.3961207,0.29176518,0.3720617,0.46037206
